tradedate,newstitle,newslink,source,closeprice,sentimentscore,sentimentmagnitude,sentimentlabel,impact,category,mat_reason
2025-11-07,ソニー「α7V」が12月上旬に発表されるのは100%確実？ - デジカメinfo,https://news.google.com/rss/articles/CBMiWkFVX3lxTFBzbWFKaFhoUzkyX2hxb2w1YklNNlNyX0ZieTZCVnJod3p6LWVybFozNGZVVE9MTUpHaVBtXzREV0ZjMEd6dTFjU0ZDVlhPV0tGZ1pnZmVhV2xJZw?oc=5,,4259.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-07,全国で総勢120名を超える子どもたちが参加！松坂大輔さん、長野で今年度最後の野球教室を開催 松坂大輔 Baseball Academy～生きがいを、愛そう。～presented by ソニー生命 - PR TIMES,https://news.google.com/rss/articles/CBMiakFVX3lxTE1YV3J3d21vX1VTOWRRUUdIY3lGOHJBSlQzQmhvejFhTnFDcWtHOTNuelBlWkVocTBjV09uNWpJcTkzSDBwNk5Ja3JqOWQ1ZkVocGZ0V1J4TG9IOS1mSUZpT01HUUxZTXJvOXc?oc=5,,4259.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-07,ソフトバンクGやソニーGが4〜9月決算 今週の予定11月9日〜 - 日本経済新聞,https://news.google.com/rss/articles/CBMibEFVX3lxTE1jdkRaODlJRm5DQkw2S3Y2a0g5RUdvQ3A1UHpsZlpaQ2wweldfd3A0Yl9LRDJCUkpMb1FxQ0d5M1A4dXlvMkUzUmhpU1VxcTJrOWNRUzZCNWhKOVlJd01KQ3ZPUzBxQkNFVWE0ag?oc=5,,4259.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-07,ソニーα7 Vと思われる新しいリーク画像と可能性の高い追加情報 - とるなら 写真道楽道中記,https://news.google.com/rss/articles/CBMinAFBVV95cUxNYlJhYTAxOXVkSE1sMmVSS2prd0J0Zlp5ajVObFpXOXhzbXZvY2x0dHBudFh2QnptTHJTVTJLbzZ5cmkxeHctR0p3LWpRUU83TlBKWXREejRLeWlHZ256SjZCNjdrYmVPTlFWSlZVemlGNUtzWGxPWmYxaWw4MUxUMnB5ZTFHQmNHUjVTMkQ0ckstdXYtbTVvbU9pbkU?oc=5,,4259.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-07,信用残ランキング【買い残減少】 ソニーＦＧ、三菱ＵＦＪ、ＩＨＩ(株探ニュース) - Yahoo!ファイナンス,https://news.google.com/rss/articles/CBMihwFBVV95cUxPNEVJaWpPQTZpQnFxYy1iX1BkLXlHdFdHck9hMEZWekdiYWhHQkNiX2hBNG1fRWFTUE9CM2NTRjhUMEUxM29qRGwyekhPeDBhSWFRZ1loNm1rd1FORDN1aTBYSU82RFdIU2ZjV09UUWJybFQ0Qjc3dERORUNlZDZMb3M3NUFWMVk?oc=5,,4259.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-07,ソニーのMini LEDバックライト搭載4K液晶テレビ「BRAVIA 5」　85V型の大画面 - ｄメニューニュース,https://news.google.com/rss/articles/CBMixwFBVV95cUxNLWtrQnFiSmdJVzdkWU5zWHVOTEQzUVZ1ZjhvMUh1UXcyXzJfakxyNTVmMmhKalFXWVFGTWx0eFBCcEdvc09pMWxWZEVHNnVZdElBS09zYUlLYUJUZmJtUnNBQ3pJazZZdnhaNVBCcjdPMHhwaW01MUt4dDVobVBIYlN5T3ZmRkFxMmc5QW1QTXg3YjE3N1NQcUt1WHFpekF5c1hMX2ZQV3RsTXY3YjEzdHVHcEx4MDlJTHB2UjhfY2RsMDJGYTVV0gF3QVVfeXFMT0tlRjR3S0h0aW4wOHZrRER6aTRiajY3bHlPZUppYVJySGNJc19yRURBWFE0STR1OTFDcjl5T1haUm5YbFAyVFFxVjdOdV8zS1Axb29BSS1fUmFMV01KM1hDTHJVTTlmSFN6eDBFcHFFN1VkdU9ycVU?oc=5,,4259.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-07,【神コスパダウン爆誕】高品質「TAION」とソニーレーベルが初タッグ！冬の主役は”軽くて暖かい”別注ダウンジャケットで決まり！ - ラブすぽ,https://news.google.com/rss/articles/CBMiWEFVX3lxTE9FSEctSGJvTHVXUWlUamZqNllsclRFcUhiT29hN2ZqMkZvbjRmb1JIVXVpWEFGVmxLT0pLN2N3WG1GWHVncktKYTlGSVlLTEh3UnVsMTRWTDY?oc=5,,4259.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-07,PlayStation5発売5周年記念『PLAY IN GINZA』Ginza Sony Park(銀座ソニーパーク)で、2025年11月15日(土)～12月3日(水)まで開催。PS30周年記念ポスター全30種類を一挙公開。 - ソニーが基本的に好き。,https://news.google.com/rss/articles/CBMiTkFVX3lxTE5RSkdESDRGWG43TVpZTlJtX0R6TWhNRHRWbUNETDhDSGg3UktodHpscVV6Mzg5cXZBMldMOUNxQlZ4TTFnRjduQkt6cHhZUQ?oc=5,,4259.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-07,ソニーのMini LEDバックライト搭載4K液晶テレビ「BRAVIA 5」 85V型の大画面 - au Webポータル,https://news.google.com/rss/articles/CBMie0FVX3lxTE9xaHd6dnNJZzFVMXoxLW1Bdi0yd2lEN0F6NHhMRko3WDB6SXdtV1g4RXlua25WRmNpMVdVOHZpRy1IVGtzS2o3MnVCcnZ4Z01kV3JvMW05LWZzdmN1b2NObXhQQnc2cDdZVk5uVjQzODU3NnduVDd4WnFfUQ?oc=5,,4259.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-07,ソニーのMini LEDバックライト搭載4K液晶テレビ「BRAVIA 5」 85V型の大画面 - TRILL,https://news.google.com/rss/articles/CBMiT0FVX3lxTE1lbXJWTVhObzZXdk9KVjh0aEJ5TjJNOE1aeGEybzI1elVCWVZZbXc4SnRhYzRDaHdPUWVneEhiNzZ4RHZlU3VJV09DZWthRVk?oc=5,,4259.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-07,今週の決算発表予定 ソニーＧ、三菱ＵＦＪ、ＳＢＧなど (11月10日～14日) - かぶたん,https://news.google.com/rss/articles/CBMiYEFVX3lxTE5vQkdJSU5rTzZhM09uSnRBSkdXeFRuU2VDRjJPRmpCTVJ4TmxNUzd6ZklBbkNMaDY4NU5taHJFLW9ONmRXNW8tM3cwSEtTRy1EeWF6Ul8xUWJlZnVVRE5Bdg?oc=5,,4259.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-07,今週の決算発表予定 ソニーＧ、三菱ＵＦＪ、ＳＢＧなど (11月10日～14日) - ライブドアニュース,https://news.google.com/rss/articles/CBMiX0FVX3lxTFB3NWlYa0J5aGNWM3dkckZ1VkROcmlDWGRDcUczWkcxSDJ6ZDVfSlprNmlzdFdJM0hDblViZHJ1aVN1Y1FTUFEwV1BPYzVsSVhLcDEzcUdtb0xRLUdqdzZz?oc=5,,4259.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-10,ソニー中国・吉田武司総裁が語るトレンドと収穫 第8回輸入博 - au Webポータル,https://news.google.com/rss/articles/CBMie0FVX3lxTE9hTGhRMEh5ZFJvX1FTRlNaZ2FqOG5lSzg3aUQyM3pwNjVOSjF0d1V3UE5TS0Y4emRQai1TWFd5VGw2N3hWU1Jrb1JyZHJnOWd6S3NzWjhNM2gwWmd5ZnlHWTZmM0VLVFE3cTJQSGVVOElRZ0hCNFdfd2hWTQ?oc=5,,4258.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-10,ソニー中国・吉田武司総裁が語るトレンドと収穫　第8回輸入博 - ｄメニューニュース,https://news.google.com/rss/articles/CBMingFBVV95cUxOeHloUk1QeDRONUVDRjhJNWM4b2ZCVzkwM0pEbDhvTW01bHFkWllFVE5LbW1aMHR4aU5NLVZ5NkdFeEVCUDRqbm9fRURSSlBKcjItTFRnbG4xV2xiZzgzV3pqbWxJSkg5UTFVMGl0ZFB0Z3d6SWJPV2RwTWFqUnJjUVgwbkJuYjJaa0lVQk1EOHE2OUM5cHRkdXVuYjEwQdIBkAFBVV95cUxPY1JPaGM5Vk95OVdNUUJLNzV6YTh5N2ZfSEJLV3F4bUFnSzJTakM0eEdDQXh2X0hYeEdOLVQzU2pSQktFdXFCSF9FZFB2blEyM1pmQnRUSU9UbDRqSzM0Tzh3cFJMOFdzT21TQ2NtcHlyczlhRlNyZUZyTHk5TnRDdUFHZk9IMWRDc2VIdjBWWkw?oc=5,,4258.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-10,ソニー新型200MPセンサー「LYT-910」のリークが浮上。初搭載は「Ultra」で「Xperia Ultra」復活説にも注目 - スマホダイジェスト,https://news.google.com/rss/articles/CBMiSEFVX3lxTE04d1owZWV6aG9VZ0d4Y0NYN1pjdWJCbFFISVdfaVpUcmJtU1VTR1FxZ1o4WEtKTEFGdkRNclNrSTFXaFlvajR2QQ?oc=5,,4258.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-10,サムスン急浮上で異変｢ソニー半導体｣の岐路。イメージセンサー王者は覇権を維持できるか - 東洋経済オンライン,https://news.google.com/rss/articles/CBMiUkFVX3lxTE1VM0N4bVd2R3RyRUEtNXdNWHo2Sm9qVGlPc2xjSTM1eXA5OGFrS0hLak1oal9SYjhzQk9TTC1aRFlVUmZILXlvUXlGeXdrZF9uVWc?oc=5,,4258.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-10,【本日みつけたお買い得品】3番組同時録画が可能！ソニーの4K対応BDレコーダが約1万7千円引き - PC Watch,https://news.google.com/rss/articles/CBMidEFVX3lxTFBBRWM5MWtGcm4xekVla3FRQWM1cTZEZzRaWWplR1BYOXVVZXBSYndrenhoTllwMU9wNDlaV0hXTHc1aGx0M25nanBxR1FKeGI0Q3BJVEdkcnI3dnVJbVQ3RFBaNzR3Tko0MklDdHY1b0RmT1ll?oc=5,,4258.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-10,Xperia 1 VII / Xperia 10 VII SIMフリーモデル依然として納期は安定せず。ソニーストア在庫状況(2025年11月10日) - ソニーが基本的に好き。,https://news.google.com/rss/articles/CBMiVEFVX3lxTE5nS2tkSWg3RWc1MWl6N0UwUDQ3VGl5TENGM09Pa0JEZ1N1WlNGNUJlM1ppTGRDUE1zN1JLRG1wTkdhQTNZWTUtVXlQT2ZRZ3NoX25lRQ?oc=5,,4258.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-11,ソニーセミコン指田社長が明かすイメージセンサー事業の成功法則。｢勝ち馬を見極め関係を構築する｣ - 東洋経済オンライン,https://news.google.com/rss/articles/CBMiUkFVX3lxTE5RY1lGZzZBQXJNbGxFNWhRVDh5N3U2TVRqOXZEN3JmWHNIRlpCbnM0NnFuRWNJZTd2dHBqRjQ2MXM3QjVVc2M0bzE0dzJ3ZkNScUE?oc=5,,4520.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-11,【注目】 本日の決算発表予定 … ＳＢＧ、ソニーＧ、川重など 244社 (11月11日) - かぶたん,https://news.google.com/rss/articles/CBMiYEFVX3lxTE5jUzNWY2FQTTRKaDdOWE05YTBhSTRJWjIwVWxjbXNuVV9NVVlSTkJLdFFOenZDOVpaNDNOcEJZYm96NVBUSjJXb2d4eWxxOVE5Q1NjNEY3TnNENGR1djcyRA?oc=5,,4520.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-11,ソニーグループ、9月中間決算は営業利益20％増の7689億円と大幅増益 ゲームと音楽、イメージセンサーがけん引 - gamebiz【ゲームビズ】,https://news.google.com/rss/articles/CBMiREFVX3lxTE9TRG5mdllFLWhXc1ItckdlQ3BwbTYxQjJVZVNQdFZib1RsZmRhYWdzLURScF9ybGFyb0RYbXFEMGwzb2h1?oc=5,,4520.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-11,【速報】 ソニーＧ、自社株買いの実施を発表 - かぶたん,https://news.google.com/rss/articles/CBMiYEFVX3lxTE80Q2V2VE1WZlozVVFxTW1zRnROVzQ0N25WZEpvWF81MWNDZ052Z0pxR184UjhYOERycDhTMDUwZFdld0JVWjhacmZOa1JCYjUtbXdzaVRrWEMyLWRHVVVJdA?oc=5,,4520.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-11,ソニーグループ【6758】、今期最終を8％上方修正 | 決算速報 - 株探ニュース - かぶたん,https://news.google.com/rss/articles/CBMiUkFVX3lxTE5ucUdLWFNpemtFaGFUWVlEOXI4VFhtaGVUYm1nLWM1aU9OaGdvdVI2MGtxdm9tUFJIYk5KcGZyS1Z5aXMxaEFsS2FseGZLME1oTHc?oc=5,,4520.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-11,【速報】 ソニーＧ、自社株買いの実施を発表 - かぶたん,https://news.google.com/rss/articles/CBMiYkFVX3lxTE16RmJhWHo5LUtzdWtBME9HWFBROUN6VWdXQXdWRGIwNm9HVm93QjVxQks1S1BkN016dkVNRVdraFRKZkhmdnZ0eGNzajE1NjdhS19MS0NkdnhTMmR5UDlRYktR?oc=5,,4520.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-11,ソニーグループ【6758】、今期最終を8％上方修正 | 決算速報 - 株探ニュース - かぶたん,https://news.google.com/rss/articles/CBMiU0FVX3lxTE9NUURWRTBiLVQycnZyQlhTZTRwdHpveUZLbkZGUjRjWlZESi1mSnY5ejFPeUVfY3liY0RodUc1WEJiT0pXbWtZOXdHck5GaDA4QlVr?oc=5,,4520.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-11,"【決算速報】ソニーＧ、中間税引前798,362百万。アナリスト予想を上回る(アイフィス株予報) - Yahoo!ファイナンス",https://news.google.com/rss/articles/CBMihwFBVV95cUxOLVFZTUpCRkg5RXppYWFnOTdFUm43bmdscTB1WnZTSWR1QmtTN1lwZFNtOFBJbVlJWmthajZXVVlVMDRyZ1FYOTRkbUY0Y2VMbjhyTzU3S3NRRWtjbmpiM1l0UEpEUnhTUUtTT3pWU0dxdlpFZXdITUpRNXdYbFRGcm91MU13SWM?oc=5,,4520.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-11,ソニーＧ、自社株買いの実施を発表(株探ニュース) - Yahoo!ファイナンス,https://news.google.com/rss/articles/CBMihwFBVV95cUxOV3JBOEVzR3Y4N0RkTktLVGh2S3dNY2pZa3ZiUG9TOXhCZjJOQTR3WHBzWTlPUEdhcnlPT1B2bGs1VlJsNTNqNVhudFVaR0dYOUN3Mk5SQU10V0JfdzVBcTM3QkxjY25wLUNYRU5nb2JIVjRGeENhdnZyREFBTjNvQlIzNzRXdWM?oc=5,,4520.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-11,ソニーG、今期営業利益を1兆4300億円に上方修正－鬼滅と国宝が貢献（Bloomberg） - Yahoo!ニュース,https://news.google.com/rss/articles/CBMif0FVX3lxTE0xMWxTN2ozb3RZLUh1MzJLU3FqNWQwRmEyLVFoY0xLMnBrdHk4ckQzeU1EYWlkTTBob2tSeUtpZlVYcXVJUEFyajY3cWE3SXlfNkZxcWZIQVVaaEszVHVwWVYxVjV0TnZSYjBmd2FseTBQNExHSV9pd0w3VVZadk0?oc=5,,4520.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-11,決算:ソニーG純利益1兆500億円に上振れ 26年3月期、「鬼滅の刃」好調 - 日本経済新聞,https://news.google.com/rss/articles/CBMibEFVX3lxTE5yRE1SVXFnSDJIMkxCLUFKdnRwSmJFUUh0dW9ZZUl2VzFKX29Nb0hPejdtQWRwWXV2b20zY0F2UVZMeC15Zy1rWnlaUlUzaVRVWXNYM184eVN4MFg0dUFGeGk5R1JEaFBtU1R1Zg?oc=5,,4520.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-11,ソニーグループ、第2四半期のゲーム事業は営業益13％減の1204億円…PS5本体やゲームソフト、PSネットワーク拡大も『Destiny 2』の減損など響く - gamebiz【ゲームビズ】,https://news.google.com/rss/articles/CBMiREFVX3lxTE9WU0pfWGlxWl9PSkw4dksyY3doVEtOaHRSb0o2NjVFYlNuNzV3VjBrVkd5SHRIZ3dKZ3QxSFd1UUllWGE5?oc=5,,4520.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-11,ソニーＧ、発行済み株式の0.59％・1000億円を上限に自社株取得枠を設定（ロイター） - ｄメニューニュース,https://news.google.com/rss/articles/CBMiggFBVV95cUxPcEhlLWx4VFBJTVJnZTltZVU0Y1pqVWIzc28tRzVtRDFHY1lWZzdYdTdoVUs1NENuZUtzWjM1RUxwVURFRG0xUEItOHQ1RFU0MHNrVTlHT25aWnRTM2VzYUplUEdUV2FpeGxoVFRsQXRRaFAzQjFMcVBKNVpZOXEwZ0NR?oc=5,,4520.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-11,ソニーＧ、発行済み株式の0.59％・1000億円を上限に自社株取得枠を設定（ロイター） - Yahoo!ニュース,https://news.google.com/rss/articles/CBMif0FVX3lxTE05M2VjSGs4WnBmY1BJZ011THZOcEpHUnptWnNhM0tJZnVjdnY0cWFWYXJDRmozNmdMdVQyak5mZFF2ZmhpakZWODBlUnJ6ZVNaUkxSMk8zRlhiM0tpNUt1MWRIUFZBdGRYUWNUVWdKb0lDZ0Z0eVVIWTY5U2hjTzg?oc=5,,4520.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-11,ソニーＧ、発行済み株式の0.59％・1000億円を上限に自社株取得枠を設定 - ニューズウィーク日本版 オフィシャルサイト,https://news.google.com/rss/articles/CBMidEFVX3lxTE0yUjczUU0tcU44ZVlzdVZadVFCLVZPbnRpc2s4QXFoNkZNdWhIQW9XWktsMUlWWEp2VmVxbnN0NWxidWI5UTBEZEI1M05PeV9yMFdlMkRfTWEzbUdhNFkwSU1GSkFWV3Z2NVVDSG9MbmRJdEhf?oc=5,,4520.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-11,ソニーＧ、発行済み株式の0.59％・1000億円を上限に自社株取得枠を設定 - Reuters,https://news.google.com/rss/articles/CBMijAFBVV95cUxNYTAwMm44Y3RCb180Skp6b2ZtYmN4ZW95SS1KTVI1clVEQTB5TW1Ld3c2QzRzczhpUnMwWXBxbmFIV28xcjZyeXE5WGNYaXd2d1ViYWZKd3BjWEkxTFRuRGNDc3NGWVkyVWJyQUJlLXAxQk1ZbTN2d0hDWjdGTzRuSFFiak80Q0tJNWRXOA?oc=5,,4520.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-11,ソニー、純利益１３％増 ゲームや半導体が好調 - 東京新聞デジタル,https://news.google.com/rss/articles/CBMiU0FVX3lxTE1JUUdPRV80RHZOQmpOOEhNS1JLSGxxaFFZWHRNa0RMa29ENnpMdTRhdHlkTUstR0FheFhMOVQySmlESmNvM25yMWY1cXRqdWJYY0Vn?oc=5,,4520.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-11,日経平均は２５０円程度高、プラス寄与度はソフバンＧ、ソニーＧ、東エレクなど 速報 - kabushiki.jp,https://news.google.com/rss/articles/CBMiR0FVX3lxTFBwUHNwUFV6QVlEWmVWOThxYWRjZkdMS2NLZnV1dTRjejFHb0ZiMzNuOUZGdXBpbzY4cG1jRlpab2NRU0RMY0dn?oc=5,,4520.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-11,ソニーG－後場買い気配 通期営業益を上方修正 上期は20％増〔DZH 個別株情報〕(時事通信) - Yahoo!ファイナンス,https://news.google.com/rss/articles/CBMihwFBVV95cUxPSWZCN3U0Y3VseXVXU3lwdlFTNVpyOEJXaXB4cTVLTXBsLTRZRVNWMDVIUlhCZW54VU1zekplbXh6eVdGV3NKVmlUSk95NDNSQWVkR1ZZY3E4bDVSeG90ejVrZ3M2ZEFSVkFtTnlmTEE4Q2dqMktXNURrRGwyQ2dfaU53QnlxWlE?oc=5,,4520.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-11,ソニーグループ９月決算は増収増益…半導体や音楽事業が好調、業績予想を上方修正 - 読売新聞オンライン,https://news.google.com/rss/articles/CBMiZEFVX3lxTE5rdkwxQU9UVmxpVi0zY2Rqdk1KcVluSnprUUg0aXBTSkdZMmJra0RFR2hpNEl6SS12VzVQTHB2bkxiWEI5M3V1dEV2SnEwTGhsbTEwVF85bEdyTWw0ZGY0RzlERXU?oc=5,,4520.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-11,ソニーG 3月期営業益を上方修正 - Yahoo!ニュース,https://news.google.com/rss/articles/CBMiUEFVX3lxTE1DcFZjdGFyMmtHQTNKdmJtSEVuLTBwbVV1ZnE0RVcwTXZKZmtYdjVtbFlodWVhRHVOZ05kSE1PcmFjLXNESVRHUWJzQnFVamR0?oc=5,,4520.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-11,ソニーＧ、営業益過去最高へ＝関税影響減、「鬼滅」効果も―２６年３月期 - ニフティニュース,https://news.google.com/rss/articles/CBMiXEFVX3lxTFBkODZ2U1JvbF9FaDdSa3ZQa25jUngyYnV5b20xWVhnY0N5blJtdEFzS2dhUzkwbjlLYzA2dG9QcFVhYzAzTHhXSTNhOFo0LWp2RVgwTnAyak9oU1Fa?oc=5,,4520.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-11,ソニー、日本限定で大幅値下げPS5を発表か 5万円の新型デジタル版が登場のうわさ（多根清史） - エキスパート - Yahoo!ニュース,https://news.google.com/rss/articles/CBMiiAFBVV95cUxPNlB5ZlhfNUVGZkM4TDJ4U3ZEZ0thbVpaUmt3X2xsc29EdW1lQVhLT0F1anB5NUVDNmNuc2JySlM1ZTNNZm9ZNktSeVZmamxsQkpDelhLNGhOdUlSN3RWb204SWx3WlUyR0tYV1R2a1I4bjFIM0hHVlhDQUFOUHZwMHE1SGJ5dXQw?oc=5,,4520.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-11,ソニーグループ、発行済株式総数の0.59％に当たる3500万株、1000億円を上限とした自社株買いを実施 - gamebiz【ゲームビズ】,https://news.google.com/rss/articles/CBMiREFVX3lxTE1IX1BfZjUwUE5LYlhSQVdQM0xObXVCOHhJQXF6MklBTjBaSlVvR0ZCSVJmU1FiSHhmU2JCLWdpclBwd0JP?oc=5,,4520.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-11,【株式】ソニーグループが後場に入って急騰 2Q決算の大幅増益や自社株買いの発表が材料に - gamebiz【ゲームビズ】,https://news.google.com/rss/articles/CBMiREFVX3lxTE9RS2hDaDBJdkJhOTdraXlDUURZQXRIeXBMZnQyWl9YRmQ2UTYxc2dZRzBZdHdHZjRZM0kwb3M1VU94ZGw4?oc=5,,4520.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-11,【株式】ソニーグループが後場に入って急騰 2Q決算の大幅増益や自社株買いの発表が材料に(gamebiz) - Yahoo!ファイナンス,https://news.google.com/rss/articles/CBMihwFBVV95cUxPSGY5V2hNYXhaWnNGcUg4VHhaQUdzSldTbFpWVmN4STNZTjItQWRQMGZTNDVFWGhveDZrc1ZjdGJya3FDTU1qQmxRRWwxcTVDVFVSdURCSDhWZHBDUnNrTHotY3dKQ0p0UGQ2Q0xHRUstZUxDc1NXQVcyWHA0cWhHN1RIbUpoMHc?oc=5,,4520.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-11,ソニーグループ、第2四半期の音楽分野のゲーム関連売上は32％増の392億円と大幅増…『FGO』10周年イベントが好評 - gamebiz【ゲームビズ】,https://news.google.com/rss/articles/CBMiREFVX3lxTE9EN0V4S2xfaGJ3anpUMkJkSUdkajNRTllvU1BsNkNTdXpyWGtEWi10REN5NjZLR3VXVzg2S2lsbEJDdkpS?oc=5,,4520.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-11,【決算速報】ソニー、売上高は予想を下回り、利益は予想を上回る結果に 執筆 - Investing.com - FX | 株式市場 | ファイナンス | 金融ニュース,https://news.google.com/rss/articles/CBMiZEFVX3lxTE93X1ZHbTNtSzdMMmgwS2tsZ2k3TU1ESjBleV9wLWtyd0prMzVtZHZ0aTJ2elZ6dzFDa0FEcmVVbFZzdHJkM3hwckdHQ1RQQ2tTTzFFTnp1amJmWXRhNzFWODhtR1M?oc=5,,4520.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-11,ソニーグループ3社が結集！「イノベーション創出から事業拡大」までを徹底解説、実践ノウハウを具体的な事例とともに提供する無料セミナー開催 - PR TIMES,https://news.google.com/rss/articles/CBMiakFVX3lxTE4wbVV5M0Y4MWJXX1BiYWVtM1B4aS1lMGhMdTRDTUJlNDdVUnYtM2NLS0Q5cll5SzhHZmZqTzV4anptNGJGUmVMOUF6aFAxSE9Kc3Q5RDA5R3g0NGptN1RVUkphay1HODV1eGc?oc=5,,4520.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-11,ソニーG、『鬼滅』映画好調で音楽事業「942億円増収」 通期見通しを1兆9800億円に上方修正（オタク総研） - Yahoo!ニュース,https://news.google.com/rss/articles/CBMif0FVX3lxTE1wQkx4Z2lmSVFkN2VsRWRIUTNObUo5T3FFZ3FKUGw0aTVzTU5TdGtLbEZQdWdKZFQwTmFVY0JrWlJhSzVJZGU4SDJ2VlpFV1paVjV3aVhNdnhMajBjd19xM3ItRUpjT1dOLWJTc1VVNGozMWpXWHZGUzhTdGg5ZFE?oc=5,,4520.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-11,【注目】 話題株ピックアップ【夕刊】（2）：おきなわＦＧ、ソニーＧ、日製鋼 - かぶたん,https://news.google.com/rss/articles/CBMiYEFVX3lxTE9oakFkWnNYREFidWRKajlCZm5DTnlhRDZkMWp3MDFkWGFnVVR5R0V5bGstZ0ljU01TQk5YOWo0cFl3cW56dHhlOW4yb3ZudDVQMDVJcnlDLWZHRy11emNCMA?oc=5,,4520.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-11,話題株ピックアップ【夕刊】（2）：おきなわＦＧ、ソニーＧ、日製鋼(株探ニュース) - Yahoo!ファイナンス,https://news.google.com/rss/articles/CBMihwFBVV95cUxPSGZnZzBieVBZNVhvLVRSeGtpcEROR3ZoSkdJdHNOdnk1NFN3bWFQSGpiZURVaDE3bVJoWUFBSi1ieFJXUS0zbmZ6dm9FdEtiWXdXOTRleXNrR2R2dDFvM1RWM0x6N20wOXIxNTVoc0NKY0ZDOW5hUTM1MFhZdDBQS0xjbTBEM0k?oc=5,,4520.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-11,ソニーG、エンタメ｢全集中｣支えるゲーム内課金 最高益を上方修正 - 日本経済新聞,https://news.google.com/rss/articles/CBMibEFVX3lxTE5yamxBeDQ1VlViWWZRbzBJRzhvY1EwRFhfYmFtRjV3dmVmdUlOQnFOcmVaYVNkSmN1RGMwWVRmc3JpUVBGX2k0aWN1WTg2LWpQMU5pVm1SYm5zN2p2ODhsV01Xczl4d3VBUkVfUQ?oc=5,,4520.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-11,ソニーグループ、「PS5」後継機について「コメントできる段階ではない」 「PS4」はいまも高稼働 ハードの長寿命化を意識して現行機の拡販に注力 - gamebiz【ゲームビズ】,https://news.google.com/rss/articles/CBMiREFVX3lxTE5lUFFYUjU5SzNjMzBvVDVndHJITDRDYVNjcHpYT3Y5RGdpekd0a0t3dkxlOVZSZjNsRGlkVklCSTNJQ2F1?oc=5,,4520.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-11,ソニーグループ業績説明会にてPS5の後継機に関する質疑応答が実施 ライフサイクル伸長によりまだまだPS5が現役で活躍か - GAME Watch,https://news.google.com/rss/articles/CBMiZkFVX3lxTFBaMmd5VnhHbld3cFQxNng3d1dodGhnTW5IUlBIbEJtT0JCYm44aVNnb2VBVHlxVHFLbkl1TENOOWJEVmZrNy1xakVPY3VhOERqYmE1b3J3ZzgzZHVPTXk1MkxSUVdoZw?oc=5,,4520.0,0.0,0.5,neutral,0.0,unknown,nan
